;seq_name;V1;V2;center_seq_name;eukref_env_biome;eukref_geo_loc_name;eukref_notes;gb_isolation_source;pr2_ocean;gb_lat_lon;pr2_ecosystem;pr2_habitat;gb_publication
1291;KP996013_1_970_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1292;KP996014_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1293;KP996015_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1294;KP996016_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1295;KP996017_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1296;KP996018_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1297;KP996019_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1298;KP996020_1_976_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1299;KP996021_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1300;KP996022_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1301;KP996023_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1302;KP996024_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1303;KP996025_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1304;KP996026_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1305;KP996027_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1306;KP996028_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1307;KP996029_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1308;KP996030_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1309;KP996031_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1310;KP996032_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1311;KP996033_1_943_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1312;KP996034_1_982_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1313;KP996035_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1314;KP996036_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1315;KP996037_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1316;KP996038_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1317;KP996039_1_977_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1318;KP996040_1_977_U_Labyrinthula_sp;S;640;KP996040_1_977_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1319;KP996041_1_977_U_Labyrinthula_sp;H;640;KP996040_1_977_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1320;KP996042_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1321;KP996043_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1322;KP996044_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1323;KP996045_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1324;KP996046_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1325;KP996047_1_983_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1326;KP996048_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1327;KP996049_1_977_U_Labyrinthula_sp;H;640;KP996040_1_977_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1328;KP996050_1_977_U_Labyrinthula_sp;H;640;KP996040_1_977_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1329;KP996051_1_977_U_Labyrinthula_sp;H;640;KP996040_1_977_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1330;KP996052_1_983_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1331;KP996120_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1332;KP996121_1_975_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1333;KP996122_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1334;KP996123_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1335;KP996124_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1336;KP996125_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1337;KP996126_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1338;KP996127_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1339;KP996128_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1340;KP996129_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1341;KP996130_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1342;KP996131_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1343;KP996132_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1344;KP996133_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1345;KP996134_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1346;KP996135_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1347;KP996136_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1348;KP996137_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1349;KP996138_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1350;KP996139_1_975_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1351;KP996140_1_975_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1352;KP996141_1_975_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1353;KP996142_1_976_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1354;KP996143_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1355;KP996144_1_975_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1356;KP996145_1_975_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1357;KP996146_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1358;KP996147_1_975_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1359;KP996148_1_975_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1360;KP996149_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1361;KP996150_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1362;KP996151_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1363;KP996152_1_975_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1364;KP996153_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1365;KP996154_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1366;KP996155_1_975_U_Labyrinthula_terrestris;H;624;GQ499191_1_1056_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1367;KP996156_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1368;KP996157_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1369;KP996158_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1370;KP996159_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1371;KP996160_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1372;KP996161_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1373;KP996162_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1374;KP996163_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1375;KP996164_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1376;KP996165_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1377;KP996166_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1378;KP996167_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1379;KP996168_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1380;KP996169_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1381;KP996170_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1382;KP996171_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1383;KP996172_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1384;KP996173_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1385;KP996174_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1386;KP996175_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1387;KP996176_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1388;KP996177_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1389;KP996178_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1390;KP996179_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1391;KP996180_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1392;KP996181_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1393;KP996182_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1394;KP996183_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1395;KP996184_1_976_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1396;KP996185_1_975_U_Labyrinthula_terrestris;H;629;GQ499189_1_1040_U_Labyrinthula_terrestris;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1397;KP996186_1_961_U_Labyrinthula_sp;S;643;KP996186_1_961_U_Labyrinthula_sp;NA;NA;NA;turfgrass;NA;NA;terrestrial;turfgrass;Labyrinthula species associated with turfgrasses in Arizona and New Mexico
1398;KR064285_1_687_U_Labyrinthulomycetes_LAB14_X_sp;H;649;GQ344753_1_911_U_Labyrinthulomycetes_LAB14_X_sp;NA;NA;NA;South Pacific Subtropical Gyre Station 7 surface;NA;NA;oceanic;water;Diversity and productivity of photosynthetic picoeukaryotes in biogeochemically distinct regions of the Eastern South Pacific Ocean
1399;KR091914_1_1649_U_Aurantiochytrium_sp;S;275;KR091914_1_1649_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;NA;;Isolation, screening and identification of new Iranian Thraustochytrids strain for production of docosahexaenoic acid
1400;KR732619_1_1386_U_Aurantiochytrium_sp;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1401;KR732620_1_1387_U_Aurantiochytrium_sp;H;321;JX847378_1_1554_U_Aurantiochytrium_sp;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1402;KR732621_1_1386_U_Aurantiochytrium_sp;H;125;DQ367049_1_1752_U_Aurantiochytrium_mangrovei;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1403;KR732622_1_1389_U_Aurantiochytrium_sp;H;77;JQ982492_1_1777_U_Aurantiochytrium_limacinum;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1404;KR732623_1_1389_U_Aurantiochytrium_sp;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1405;KR732624_1_1388_U_Aurantiochytrium_sp;H;125;DQ367049_1_1752_U_Aurantiochytrium_mangrovei;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
1406;KR732625_1_1387_U_Aurantiochytrium_sp;H;40;MH319329_1_1799_U_Aurantiochytrium_acetophilum;NA;NA;NA;NA;NA;NA;mangrove;leaves;Fatty acid profiles of Malaysian mangrove thraustochytrids: implications in biodiesel production
